Time,Gold Probe Temperature,Stainless Steel Probe Temperature,Radical DensityConvectron Pressure,Baratron Pressure,Ion Gauge Pressure,Plasma Power,Flow Rate
57,25.243,25.214,3.292969015673503e+17,0.0211776760481107,0.0165047198576248,nan,nan,nan
58,25.222,25.241,-2.157452306048711e+17,0.022536063235682,0.0171058195977566,nan,nan,nan
59,25.386,25.187,2.259668685741581e+18,0.0235581419065542,0.0178108131201333,nan,nan,nan
60,25.447,25.319,1.4534218079606124e+18,0.0247162709375507,0.0185603325491865,nan,nan,nan
61,25.349,25.062,3.2589902511070976e+18,0.0261063338088578,0.0192133791804408,nan,nan,nan
62,25.431,25.115,3.588262682566541e+18,0.0272655419527341,0.0200000035317243,nan,nan,nan
63,25.276,25.306,-3.4064650723404416e+17,0.0282956222974896,0.0205862613029639,nan,nan,nan
64,25.417,25.349,7.721263036938418e+17,0.0292899824774931,0.0212615708875564,nan,nan,nan
65,25.29,25.118,1.9531039818057308e+18,0.0306295055485729,0.0219962483477174,nan,nan,nan
66,25.224,25.505,-3.1906118684815406e+18,0.0318445097800714,0.0227457677767706,nan,nan,nan
67,25.356,25.438,-9.3107907126223e+17,0.0329456127945666,0.0233468675169024,nan,nan,nan
68,25.501,25.392,1.2376637867017943e+18,0.033708922216506,0.0240592820237252,nan,nan,nan
69,25.28,25.413,-1.5101713988676728e+18,0.034906203994361,0.0247791175149941,nan,nan,nan
70,25.377,25.325,5.904519927639022e+17,0.0360475853035176,0.0254766900529248,nan,nan,nan
71,25.333,25.251,9.311093728077956e+17,0.0373754611813455,0.026233630466424,nan,nan,nan
72,25.426,25.321,1.1922596617320328e+18,0.0384994799407998,0.0269312030043547,nan,nan,nan
73,25.288,25.292,-4.541964502362024e+16,0.0393699896029961,0.0276733014489618,nan,nan,nan
74,25.418,25.157,2.963701572074483e+18,0.0403627725113429,0.0283782949713386,nan,nan,nan
75,25.376,25.221,1.7600330160138053e+18,0.0409093935796143,0.0290239206181468,nan,nan,nan
76,25.407,25.409,-2.270936013930821e+16,0.0422163625660141,0.0296843882338471,nan,nan,nan
77,25.346,25.118,2.588998301463419e+18,0.0430220659722801,0.0303819607717778,nan,nan,nan
78,25.334,25.399,-7.380554880221852e+17,0.0441069423517192,0.0311314802008309,nan,nan,nan
79,25.34,25.214,1.4307382619822984e+18,0.0454912511379077,0.0317919478165313,nan,nan,nan
80,25.225,25.295,-7.948433726625437e+17,0.0462836725555148,0.0326230980744912,nan,nan,nan
81,25.366,25.405,-4.4283283074363725e+17,0.047519851592882,0.0333058286435298,nan,nan,nan
82,25.36,25.194,1.8849474572238449e+18,0.0484884334213322,0.0340034011814605,nan,nan,nan
83,25.253,25.348,-1.0787060531746796e+18,0.0496389138334301,0.0347529206105136,nan,nan,nan
84,25.377,25.348,3.2928921623227366e+17,0.0501924061022652,0.035413388226214,nan,nan,nan
85,25.291,25.27,2.384540500703868e+17,0.0508259299511268,0.0361258027330368,nan,nan,nan
86,25.356,25.266,1.021946640962066e+18,0.0527077724319492,0.0368307962554135,nan,nan,nan
87,25.303,25.404,-1.1468236841802804e+18,0.0534021596117256,0.0374912638711139,nan,nan,nan
88,25.359,25.365,-6.81286018267815e+16,0.0549481965992672,0.0382927301912895,nan,nan,nan
89,25.566,25.369,2.2368875365915343e+18,0.0563747877930549,0.0389828817447742,nan,nan,nan
90,25.369,25.164,2.327808737249781e+18,0.0575761645272937,0.0396210864071363,nan,nan,nan
91,25.322,25.367,-5.10964335900664e+17,0.0586536830856376,0.0403854478050816,nan,nan,nan
92,25.27,25.158,1.271779763101155e+18,0.0596428488546067,0.0410681783741201,nan,nan,nan
93,25.318,25.377,-6.69929852688705e+17,0.0603846775000157,0.0417138040209283,nan,nan,nan
94,25.414,25.416,-2.27093324978053e+16,0.0620425730893544,0.0424410604966433,nan,nan,nan
95,25.203,25.347,-1.6350915651494042e+18,0.0634915639114664,0.043249947801265,nan,nan,nan
96,25.357,25.349,9.083838866985187e+16,0.0647386018041018,0.0438658895102889,nan,nan,nan
97,25.328,25.17,1.7941141247903624e+18,0.0664797726176179,0.044607987954896,nan,nan,nan
98,25.232,25.351,-1.3512205611849587e+18,0.0679335290056922,0.0453649283683953,nan,nan,nan
99,25.207,25.307,-1.1354881597410808e+18,0.0682429578161366,0.0460031330307574,nan,nan,nan
100,25.324,25.281,4.882621193894821e+17,0.0689412024497438,0.0467674944287027,nan,nan,nan
101,25.384,25.16,2.5435586388179507e+18,0.0699383913275715,0.0474428040132952,nan,nan,nan
102,25.369,25.289,9.083933750622446e+17,0.0715327666596609,0.0481403765512259,nan,nan,nan
103,25.357,25.248,1.237694813259666e+18,0.0724093164262034,0.0488156861358183,nan,nan,nan
104,25.372,25.232,1.5897041925039918e+18,0.0739120789920385,0.0495652055648715,nan,nan,nan
105,25.339,25.39,-5.790905970559494e+17,0.0754048966395423,0.0502701990872483,nan,nan,nan
106,25.46,25.338,1.3852880791771958e+18,0.0757896767886176,0.0508861407962722,nan,nan,nan
107,25.2,25.316,-1.3171642013837722e+18,0.07733447335807,0.0516950281008939,nan,nan,nan
108,25.396,25.208,2.134754560232288e+18,0.0781967813703236,0.0523035488254718,nan,nan,nan
109,25.415,25.187,2.588967137432568e+18,0.0795010788356188,0.0530308053011867,nan,nan,nan
110,25.437,25.357,9.08382622130462e+17,0.0808859244051819,0.0537729037457938,nan,nan,nan
111,25.323,25.362,-4.428361430223011e+17,0.0808859244051819,0.0543814244703717,nan,nan,nan
112,25.356,25.444,-9.99205766082147e+17,0.0823996772814102,0.055145785868317,nan,nan,nan
113,25.298,25.265,3.747138336296156e+17,0.0835155916950726,0.0556949387173262,nan,nan,nan
114,25.314,25.44,-1.430681977974842e+18,0.0846773985573435,0.056399932239703,nan,nan,nan
115,25.335,25.39,-6.245094674132518e+17,0.0855593479011607,0.0574017651399226,nan,nan,nan
116,25.376,25.183,2.191539500246615e+18,0.0874462244095322,0.0587449633246615,nan,nan,nan
117,25.349,25.286,7.153601566155323e+17,0.0898144510036455,0.0599842677271553,nan,nan,nan
118,25.36,25.208,1.7259717721026906e+18,0.090486342035133,0.0612309931140953,nan,nan,nan
119,25.288,25.267,2.3845417468516582e+17,0.0932076019930607,0.0624777185010352,nan,nan,nan
120,25.393,25.239,1.7486724785619814e+18,0.0945386013662517,0.0637615488102055,nan,nan,nan
121,25.305,25.335,-3.40644787500972e+17,0.0967113628332274,0.0650973260104983,nan,nan,nan
122,25.311,25.262,5.563935589030427e+17,0.0990960522268527,0.0662846835218697,nan,nan,nan
123,25.452,25.3,1.7259441064750413e+18,0.0999099984906939,0.0675610928465939,nan,nan,nan
124,25.298,25.362,-7.267054654725335e+17,0.1027277530125534,0.0689636589069014,nan,nan,nan
125,25.354,25.325,3.2929053442602394e+17,0.1060482365969345,0.0702029633093952,nan,nan,nan
126,25.489,25.347,1.6123819600778573e+18,0.1086829074832616,0.0715461614941341,nan,nan,nan
127,25.323,25.493,-1.9302674313110065e+18,0.1102549338289189,0.0726741511299369,nan,nan,nan
128,25.387,25.186,2.282379321784573e+18,0.1121958803617482,0.0740025073457836,nan,nan,nan
129,25.25,25.479,-2.600190099108289e+18,0.1145243620733576,0.0753828104527529,nan,nan,nan
130,25.456,25.324,1.498839934850866e+18,0.1160964338242985,0.0765775889485703,nan,nan,nan
131,25.34,25.358,-2.0438605441541248e+17,0.1190456460682496,0.0778688402421867,nan,nan,nan
132,25.35,25.259,1.0333028637294208e+18,0.1196748712572046,0.0791897754735873,nan,nan,nan
133,25.444,25.415,3.2928537847357254e+17,0.1234757837709462,0.0803993959382969,nan,nan,nan
134,25.3,25.145,1.7600563423501105e+18,0.1259009718069495,0.0817871200297122,nan,nan,nan
135,25.368,25.257,1.260402833396743e+18,0.129146194165233,0.082915109665515,nan,nan,nan
136,25.37,25.143,2.5776318008178094e+18,0.1306812091441254,0.0842805708035921,nan,nan,nan
137,25.491,25.428,7.153424812204378e+17,0.1313480562240464,0.0856460319416692,nan,nan,nan
138,25.337,25.325,1.3625815217629133e+17,0.1361122434461955,0.0868556524063788,nan,nan,nan
139,25.44,25.214,2.566244819111112e+18,0.1387099589174805,0.0882211135444558,nan,nan,nan
140,25.344,25.331,1.4761284402273766e+17,0.1400528062315791,0.0894158920402733,nan,nan,nan
141,25.216,25.28,-7.267158391531205e+17,0.1414343614081358,0.0908184581005807,nan,nan,nan
142,25.309,25.172,1.55565537568309e+18,0.1435844818478243,0.0921245513630892,nan,nan,nan
143,25.532,25.149,4.349039410935204e+18,0.1447638431838143,0.0934232236411517,nan,nan,nan
144,25.422,25.446,-2.7251056874526787e+17,0.1494430652129871,0.0946847909969837,nan,nan,nan
145,25.373,25.293,9.083927422794255e+17,0.150151052047448,0.0960502521350608,nan,nan,nan
146,25.317,25.43,-1.283074163053986e+18,0.1526832763349352,0.0972821355531086,nan,nan,nan
147,25.445,25.391,6.131546431768837e+17,0.1550607696548064,0.0987663324423228,nan,nan,nan
148,25.358,25.268,1.0219462849130076e+18,0.1578191716886696,0.1000130578292628,nan,nan,nan
149,25.472,25.432,4.541853865296382e+17,0.1589997978002749,0.1013562560140017,nan,nan,nan
150,25.338,25.351,-1.476123302134619e+17,0.1599564699676202,0.1026178233698337,nan,nan,nan
151,25.463,25.39,8.28894384021234e+17,0.1629203829341721,0.103998126476803,nan,nan,nan
152,25.401,25.363,4.314812950496552e+17,0.1642585637598751,0.105252272848189,nan,nan,nan
153,25.412,25.207,2.327791282656213e+18,0.1665738841358493,0.1066919438307268,nan,nan,nan
154,25.408,25.414,-6.812802118541966e+16,0.1690754443120628,0.1080277210310196,nan,nan,nan
155,25.432,25.209,2.532181829480323e+18,0.1704951710565989,0.1093338142935281,nan,nan,nan
156,25.369,25.423,-6.131512311869312e+17,0.1732129829631872,0.1106918544471591,nan,nan,nan
157,25.402,25.247,1.7600250411256696e+18,0.1760061104094775,0.1121092624763587,nan,nan,nan
158,25.373,25.334,4.428383008290204e+17,0.1767114016421161,0.113400513769975,nan,nan,nan
159,25.345,25.277,7.721359825633724e+17,0.1797895737278228,0.1148772896747432,nan,nan,nan
160,25.525,25.325,2.2709692029380943e+18,0.180772723882074,0.1161240150616831,nan,nan,nan
161,25.361,25.382,-2.384494011858316e+17,0.1821581726894893,0.1174152663552995,nan,nan,nan
162,25.511,25.409,1.1581773671053642e+18,0.1874658781736408,0.1186545707577934,nan,nan,nan
163,25.429,25.37,6.699306685176186e+17,0.1861753839619819,0.1202129774914683,nan,nan,nan
164,25.417,25.357,6.812869665978566e+17,0.190800740117028,0.121430018940624,nan,nan,nan
165,25.446,25.286,1.8167876993410693e+18,0.1907313846879588,0.1227732171253628,nan,nan,nan
166,25.503,25.292,2.395886274995151e+18,0.1930685730636859,0.1242054671234545,nan,nan,nan
167,25.402,25.337,7.38063449331138e+17,0.1956832435407461,0.1255338233393013,nan,nan,nan
168,25.444,25.134,3.52011944079677e+18,0.1972546685298624,0.1268176536484716,nan,nan,nan
169,25.394,25.362,3.633527327362668e+17,0.1969680192297029,0.128220219708779,nan,nan,nan
170,25.482,25.21,3.0885799890146724e+18,0.2013118383155416,0.1295040500179493,nan,nan,nan
171,25.458,25.454,4.541836497373417e+16,0.2030022541060261,0.1308695111560264,nan,nan,nan
172,25.303,25.329,-2.9522579082165926e+17,0.2063132457552414,0.1323314450919024,nan,nan,nan
173,25.249,25.333,-9.538057370320527e+17,0.2074037307526502,0.1336598013077491,nan,nan,nan
174,25.358,25.417,-6.699251922023753e+17,0.213641130286415,0.1349807365391498,nan,nan,nan
175,25.362,25.181,2.0552786937437676e+18,0.212711097091327,0.1363165137394426,nan,nan,nan
176,25.366,25.397,-3.519958167224311e+17,0.2169678231128869,0.1378081316131028,nan,nan,nan
177,25.302,25.305,-3.4064656654649824e+16,0.2174811586074925,0.1391958557045181,nan,nan,nan
178,25.411,25.145,3.0204837875169623e+18,0.2211488723157037,0.1404500020759042,nan,nan,nan
179,25.434,25.343,1.03328775005047e+18,0.2259027336694562,0.1418674101051038,nan,nan,nan
180,25.393,25.383,1.135473141465628e+17,0.2297124731351963,0.1431289774609358,nan,nan,nan
181,25.333,25.477,-1.6350546042721958e+18,0.2309686185763005,0.1444424917078904,nan,nan,nan
182,25.33,25.318,1.3625831821733154e+17,0.2353338940346618,0.1458895836748743,nan,nan,nan
183,25.412,25.227,2.1006823706636864e+18,0.237008215378575,0.1472995707196278,nan,nan,nan
184,25.387,25.321,7.494203588030024e+17,0.2401306289936267,0.1485685590599059,nan,nan,nan
185,25.451,25.352,1.124124472932214e+18,0.244224706442503,0.149934020197983,nan,nan,nan
186,25.344,25.459,-1.3057768583547215e+18,0.2468132674827528,0.151395954133859,nan,nan,nan
187,25.324,25.403,-8.97020661442825e+17,0.2466338685043526,0.1526129955830147,nan,nan,nan
188,25.336,25.264,8.175575976160717e+17,0.2513865932379239,0.154104613456675,nan,nan,nan
189,25.433,25.228,2.327782761788168e+18,0.2517066786278278,0.1555146005014285,nan,nan,nan
190,25.492,25.449,4.882478477518969e+17,0.256324077655623,0.1567316419505841,nan,nan,nan
191,25.381,25.252,1.4647937581008796e+18,0.2561377656386889,0.1581713129331219,nan,nan,nan
192,25.381,25.341,4.541925756977254e+17,0.2617864801829923,0.1595664580089833,nan,nan,nan
193,25.42,25.475,-6.245002394729587e+17,0.2639847016265969,0.1609616030848447,nan,nan,nan
194,25.345,25.47,-1.419319959129212e+18,0.2675597682197029,0.162252854378461,nan,nan,nan
195,25.392,25.422,-3.406396321059096e+17,0.2691696255081925,0.1636479994543224,nan,nan,nan
196,25.402,25.291,1.260395368900207e+18,0.2754059554417548,0.1649837766546152,nan,nan,nan
197,25.361,25.441,-9.083693519300648e+17,0.2771133912491204,0.1663789217304765,nan,nan,nan
198,25.417,25.333,9.53805737032093e+17,0.2793387371701519,0.1677740668063379,nan,nan,nan
199,25.333,25.312,2.384523059625716e+17,0.2826589213111763,0.1693398945244589,nan,nan,nan
200,25.329,25.285,4.996167043325284e+17,0.2834307049135119,0.1705866199113989,nan,nan,nan
201,25.345,25.124,2.50950888373731e+18,0.2871125051577695,0.1719075551427995,nan,nan,nan
202,25.251,25.44,-2.1460229669622423e+18,0.28873501524846,0.1733769100631216,nan,nan,nan
203,25.484,25.331,1.737289625805868e+18,0.2928581352096685,0.1750763155012719,nan,nan,nan
204,25.44,25.247,2.1915150512080916e+18,0.2959083711000021,0.1772655059128628,nan,nan,nan
205,25.553,25.283,3.0658308445020733e+18,0.2999702945427652,0.179165277931057,nan,nan,nan
206,25.482,25.384,1.1127634850742286e+18,0.3033702164351731,0.1812431535759569,nan,nan,nan
207,25.479,25.188,3.304339059738868e+18,0.3109636926640542,0.1832616613452883,nan,nan,nan
208,25.481,25.335,1.6578046325046766e+18,0.3128347032813149,0.1851911173012667,nan,nan,nan
209,25.45,25.417,3.7470392106231264e+17,0.3174173455879242,0.1871428362105834,nan,nan,nan
210,25.384,25.319,7.380657618550124e+17,0.3198500438039703,0.1891761859488069,nan,nan,nan
211,25.315,25.362,-5.336743262063577e+17,0.3222428032480384,0.1913208504537215,nan,nan,nan
212,25.375,25.328,5.3367748399637005e+17,0.324653462635746,0.1931315706585628,nan,nan,nan
213,25.407,25.378,3.2928749742851744e+17,0.3313912291911721,0.1951797623656784,nan,nan,nan
214,25.418,25.438,-2.270924564054249e+17,0.3320545403911585,0.1972873219483626,nan,nan,nan
215,25.346,25.171,1.987151373911849e+18,0.3364902834185496,0.1992909877488018,nan,nan,nan
216,25.464,25.219,2.781988640297447e+18,0.3418541731584099,0.2013094955181331,nan,nan,nan
217,25.414,25.309,1.192262152554186e+18,0.3468619148832718,0.2033947921474791,nan,nan,nan
218,25.377,25.327,5.6774210307785286e+17,0.3492662246468718,0.2054058789323644,nan,nan,nan
219,25.321,25.02,3.4179904637890284e+18,0.3514954618861182,0.2073056509505586,nan,nan,nan
220,25.367,25.291,8.629734057334758e+17,0.3525192752345982,0.2093167377354439,nan,nan,nan
221,25.356,25.238,1.339892132652433e+18,0.3589860172679076,0.2114242973181281,nan,nan,nan
222,25.334,25.446,-1.2717159874778898e+18,0.3627250017875438,0.2134502260719055,nan,nan,nan
223,25.428,25.217,2.3959175826157343e+18,0.3693789613874288,0.2154538918723446,nan,nan,nan
224,25.301,25.28,2.384536347220861e+17,0.369177577670478,0.2174872416105681,nan,nan,nan
225,25.364,25.204,1.81681365862156e+18,0.3736334880950185,0.2195205913487916,nan,nan,nan
226,25.323,25.429,-1.2035919020167063e+18,0.3782119262298158,0.2215094151803387,nan,nan,nan
227,25.352,25.371,-2.157403472433378e+17,0.3856403871842959,0.2236095537785768,nan,nan,nan
228,25.348,25.326,2.4980656883843635e+17,0.3822901175404437,0.2255983776101238,nan,nan,nan
229,25.404,25.17,2.657105729119922e+18,0.388384088570729,0.2276762532550237,nan,nan,nan
230,25.412,25.309,1.169552397267412e+18,0.3912895429042696,0.2296353931487865,nan,nan,nan
231,25.33,25.332,-2.270966435835893e+16,0.3941450778476458,0.23166874288701,nan,nan,nan
232,25.384,25.398,-1.5896582506657773e+17,0.4008650055868284,0.2338356703452627,nan,nan,nan
233,25.422,25.238,2.089323325491904e+18,0.4035702752177162,0.2358912830368244,nan,nan,nan
234,25.424,25.305,1.3512313806343892e+18,0.4020326193632796,0.2378726858839254,nan,nan,nan
235,25.449,25.349,1.1354798583732896e+18,0.4042310696045565,0.2400025084199478,nan,nan,nan
236,25.409,25.339,7.948372841410689e+17,0.4106001484701055,0.2419987532359409,nan,nan,nan
237,25.302,25.408,-1.2035962966803338e+18,0.4154049690421373,0.2440840498652869,nan,nan,nan
238,25.368,25.439,-8.061780801037352e+17,0.4161607846163478,0.2459838218834811,nan,nan,nan
239,25.316,25.314,2.2709735517424296e+16,0.4208776322113253,0.2481433283572878,nan,nan,nan
240,25.396,25.482,-9.764900959522606e+17,0.4276644494922734,0.2501692571110652,nan,nan,nan
241,25.413,25.267,1.6578242620968136e+18,0.4289101229633079,0.2522990796470876,nan,nan,nan
242,25.345,25.423,-8.856628894922519e+17,0.4278977373777131,0.2541469047741593,nan,nan,nan
243,25.382,25.28,1.158203368650288e+18,0.4310987885329019,0.2563806210924267,nan,nan,nan
244,25.263,25.447,-2.0892473305823588e+18,0.4348768019275862,0.2584510757528805,nan,nan,nan
245,25.382,25.157,2.5549151483400955e+18,0.4422911801569391,0.2605437933666726,nan,nan,nan
246,25.308,25.242,7.494306704549016e+17,0.4443057617008266,0.2625103542448814,nan,nan,nan
247,25.434,25.323,1.260388346439557e+18,0.4492599354550216,0.264655018749796,nan,nan,nan
248,25.368,25.429,-6.92633075688871e+17,0.4544345355103795,0.266747736363588,nan,nan,nan
249,25.37,25.329,4.655483624495474e+17,0.4550958781084409,0.2689666107129633,nan,nan,nan
250,25.37,25.446,-8.62950134359988e+17,0.4554269102416264,0.2708886456844957,nan,nan,nan
251,25.37,25.397,-3.0657700166145536e+17,0.4610076303855683,0.2729813632982877,nan,nan,nan
252,25.444,25.341,1.1695458824216448e+18,0.4646252623652361,0.2751037648498641,nan,nan,nan
253,25.399,25.317,9.310986699146484e+17,0.4648787121086219,0.2771296936036415,nan,nan,nan
254,25.403,25.325,8.856779891458532e+17,0.4704897189105592,0.279163043341865,nan,nan,nan
255,25.436,25.304,1.4988451537826693e+18,0.4757358534826668,0.2813002868623334,nan,nan,nan
256,25.422,25.432,-1.135463466323793e+17,0.4763415981812681,0.283444951367248,nan,nan,nan
257,25.321,25.133,2.1347824849885384e+18,0.4805161052461073,0.2854857220899175,nan,nan,nan
258,25.424,25.321,1.1695499538895296e+18,0.4827925513011704,0.2875635977348174,nan,nan,nan
259,25.317,25.151,1.8849615935242496e+18,0.4884421634388153,0.289604368457487,nan,nan,nan
260,25.373,25.325,5.450326087051653e+17,0.4896868020856819,0.2917416119779554,nan,nan,nan
261,25.42,25.36,6.812866109629347e+17,0.4912024136008998,0.2938565925450857,nan,nan,nan
262,25.441,25.313,1.453423326156686e+18,0.4987604523265559,0.2959864150811081,nan,nan,nan
263,25.395,25.332,7.15354427287419e+17,0.4978546223406379,0.2980791326949001,nan,nan,nan
264,25.51,25.391,1.351211158112008e+18,0.4989418160031759,0.3000976404642315,nan,nan,nan
265,25.504,25.459,5.109561619649173e+17,0.5052394128744694,0.3022868308758225,nan,nan,nan
266,25.455,25.326,1.4647748809163628e+18,0.5036804900131566,0.3043721275051684,nan,nan,nan
267,25.346,25.193,1.7373313930165235e+18,0.5145077087596961,0.3064574241345144,nan,nan,nan
268,25.371,25.342,3.2928956007172986e+17,0.5184509147710858,0.30850561584163,nan,nan,nan
269,25.354,25.334,2.270965645276893e+17,0.5242318344354291,0.3106651223154367,nan,nan,nan
270,25.315,25.446,-1.4874535210678666e+18,0.531234773475486,0.3127281559914445,nan,nan,nan
271,25.394,25.279,1.305817750917846e+18,0.5394087825584405,0.3148876624652512,nan,nan,nan
272,25.445,25.211,2.657086733235346e+18,0.5404884607614977,0.3168468023590139,nan,nan,nan
273,25.397,25.297,1.1354901369108954e+18,0.5449278763931009,0.3190508347394971,nan,nan,nan
274,25.458,25.279,2.032533716646049e+18,0.5461178666174954,0.3211880782599655,nan,nan,nan
275,25.386,25.334,5.904510677720003e+17,0.5494037560985576,0.3233401637493261,nan,nan,nan
276,25.459,25.447,1.3625526069016083e+17,0.5499033399209763,0.3254922492386868,nan,nan,nan
277,25.435,25.333,1.158192680681787e+18,0.5586691825864777,0.3274662311013417,nan,nan,nan
278,25.359,25.394,-3.974148391394682e+17,0.5636676375139952,0.3295292647773494,nan,nan,nan
279,25.408,25.316,1.0446474700630208e+18,0.5725488045177991,0.331777823064509,nan,nan,nan
280,25.369,25.378,-1.0219267161575094e+17,0.5803026633260632,0.3338556987094089,nan,nan,nan
281,25.382,25.152,2.6116933185398385e+18,0.585069101282946,0.3358816274631863,nan,nan,nan
282,25.454,25.277,2.009824542848837e+18,0.5846438372761356,0.3380708178747773,nan,nan,nan
283,25.262,25.35,-9.992221014826272e+17,0.5922384337174202,0.3401709564730154,nan,nan,nan
284,25.352,25.396,-4.9960705256154765e+17,0.5996046049094562,0.3422265691645771,nan,nan,nan
285,25.441,25.121,3.6336799241219057e+18,0.5990598677916502,0.3442896028405848,nan,nan,nan
