Time,Gold Probe Temperature,Stainless Steel Probe Temperature,Radical DensityConvectron Pressure,Baratron Pressure,Ion Gauge Pressure,Plasma Power,Flow Rate
0.0,22.69601335919419,22.371272423079365,3.6893153018611e+18,0.0019447483744334,-0.0007416479950443317,nan,0.0,0.0,[nan]
1.0,22.607990437064423,22.30914619481139,3.395146379865912e+18,0.0019447483744334,-0.0007268060261521894,nan,0.0,0.0,[nan]
2.0,22.72339686101084,22.60016584360488,1.3999445623373128e+18,0.0019447483744334,-0.0006822801194757631,nan,0.0,0.0,[nan]
3.0,22.570823133208304,22.377142065686552,2.2003686293593288e+18,0.0019447483744334,-0.0006822801194757631,nan,0.0,0.0,[nan]
4.0,22.634891082170633,22.318444266796536,3.5951218123837834e+18,0.0019447483744334,-0.0006674381505836209,nan,0.0,0.0,[nan]
5.0,22.76447086045209,22.441706119509792,3.666817520530488e+18,0.0019447483744334,-0.0007564899639364741,nan,0.0,0.0,[nan]
6.0,22.760559115799015,22.36148961759085,4.533754893267896e+18,0.0019447483744334,-0.0007639109483825449,nan,0.0,0.0,a
7.0,22.703837285040294,22.458828777460916,2.783447503126413e+18,0.0019447483744334,-0.0007935948861668293,nan,0.0,0.0,[nan]
8.0,22.688189378810833,22.428011022924064,2.955802759877909e+18,0.0019447483744334,-0.0006897011039218342,nan,0.0,0.0,[nan]
9.0,22.735132442917408,22.517519272256337,2.472193436571729e+18,0.0019447483744334,-0.0007342270105982606,nan,0.0,0.0,[nan]
